2025-10-24  17:33:21.835 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: file size   = 260.86 MiB (16.00 BPW) \n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: file type   = F16\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | print_info: file format = GGUF V3 (latest)\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - type  f16:   61 tensors\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - type  f32:   51 tensors\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  23:               tokenizer.ggml.mask_token_id u32              = 103\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  22:                tokenizer.ggml.cls_token_id u32              = 101\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  21:            tokenizer.ggml.padding_token_id u32              = 0\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  20:          tokenizer.ggml.seperator_token_id u32              = 102\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  19:            tokenizer.ggml.unknown_token_id u32              = 100\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  18:                  tokenizer.ggml.token_type arr[i32,30522]   = [3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ...\n
2025-10-24  17:27:23.337 | info | hsrsrueexf22yz | llama_model_loader: - kv  17:                      tokenizer.ggml.scores arr[f32,30522]   = [-1000.000000, -1000.000000, -1000.00...\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv  16:                      tokenizer.ggml.tokens arr[str,30522]   = ["[PAD]", "[unused0]", "[unused1]", "...\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv  15:                       tokenizer.ggml.model str              = bert\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv  14:                tokenizer.ggml.eos_token_id u32              = 102\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv  13:                tokenizer.ggml.bos_token_id u32              = 101\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv  12:            tokenizer.ggml.token_type_count u32              = 2\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv  11:                  nomic-bert.rope.freq_base f32              = 1000.000000\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv  10:                    nomic-bert.pooling_type u32              = 1\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   9:                nomic-bert.attention.causal bool             = false\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   8:                          general.file_type u32              = 1\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   7:    nomic-bert.attention.layer_norm_epsilon f32              = 0.000000\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   6:            nomic-bert.attention.head_count u32              = 12\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   5:             nomic-bert.feed_forward_length u32              = 3072\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   4:                nomic-bert.embedding_length u32              = 768\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   3:                  nomic-bert.context_length u32              = 2048\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   2:                     nomic-bert.block_count u32              = 12\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   1:                               general.name str              = nomic-embed-text-v1.5\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: - kv   0:                       general.architecture str              = nomic-bert\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: Dumping metadata keys/values. Note: KV overrides do not apply in this output.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | llama_model_loader: loaded meta data with 24 key-value pairs and 112 tensors from /runpod-volume/ollama_models/blobs/sha256-970aa74c0a90ef7482477cf803618e776e173c007bf957f635f1015bfcfef0e6 (version GGUF V3 (latest))\n
2025-10-24  17:27:23.336 | warning | hsrsrueexf22yz | time=2025-10-24T08:27:18.490Z level=WARN source=types.go:753 msg="invalid option provided" option=mirostat\n
2025-10-24  17:27:23.336 | warning | hsrsrueexf22yz | time=2025-10-24T08:27:18.490Z level=WARN source=types.go:753 msg="invalid option provided" option=tfs_z\n
2025-10-24  17:27:23.336 | warning | hsrsrueexf22yz | time=2025-10-24T08:27:18.490Z level=WARN source=types.go:753 msg="invalid option provided" option=mirostat_tau\n
2025-10-24  17:27:23.336 | warning | hsrsrueexf22yz | time=2025-10-24T08:27:18.490Z level=WARN source=types.go:753 msg="invalid option provided" option=mirostat_eta\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | rag_pipeline.py     :86   2025-10-24 08:27:18,400 Creating new index and embedding documents...\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | rag_pipeline.py     :53   2025-10-24 08:27:18,399 Loaded and split 34 documents into 107 chunks.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | \r 15%|█▍        | 5/34 [00:02<00:10,  2.73it/s]\r 24%|██▎       | 8/34 [00:02<00:05,  4.68it/s]\r 32%|███▏      | 11/34 [00:02<00:04,  5.53it/s]\r 44%|████▍     | 15/34 [00:03<00:02,  8.64it/s]\r 59%|█████▉    | 20/34 [00:03<00:01, 12.94it/s]\r 68%|██████▊   | 23/34 [00:03<00:00, 15.13it/s]\r 76%|███████▋  | 26/34 [00:03<00:00, 17.55it/s]\r 88%|████████▊ | 30/34 [00:03<00:00, 21.64it/s]\r100%|██████████| 34/34 [00:03<00:00, 24.49it/s]\r100%|██████████| 34/34 [00:03<00:00,  9.32it/s]\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | \r  3%|▎         | 1/34 [00:02<01:15,  2.29s/it]lang.py             :437  2025-10-24 08:27:17,033 No features in text.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,024 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,024 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,024 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,024 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,023 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,020 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,020 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | lang.py             :437  2025-10-24 08:27:17,018 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | \r  0%|          | 0/34 [00:00<?, ?it/s]lang.py             :437  2025-10-24 08:27:17,017 Need to load profiles.\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | rag_pipeline.py     :41   2025-10-24 08:27:14,747 Loading documents from './sop'...\n
2025-10-24  17:27:23.336 | info | hsrsrueexf22yz | rag_pipeline.py     :79   2025-10-24 08:27:14,747 Index 'labnote_index' not found or Redis connection failed. Attempting to create a new index.\n
2025-10-24  17:27:23.335 | info | hsrsrueexf22yz | rag_pipeline.py     :70   2025-10-24 08:27:14,747 Existing Redis index 'labnote_index' found. Connecting...\n
2025-10-24  17:27:23.335 | info | hsrsrueexf22yz | rag_pipeline.py     :160  2025-10-24 08:27:14,711 Lazy-initializing RAG pipeline on first access.\n
2025-10-24  17:27:23.335 | info | hsrsrueexf22yz | main.py             :47   2025-10-24 08:27:14,711 Initializing RAG pipeline within main.py for serverless environment...\n
2025-10-24  17:26:44.308 | info | hsrsrueexf22yz | >>> Redis snapshot saved to /runpod-volume/redis-data/dump.rdb.\n
2025-10-24  17:26:44.308 | info | hsrsrueexf22yz | 66:M 24 Oct 2025 08:26:44.136 * DB saved on disk\n
2025-10-24  17:26:44.115 | info | hsrsrueexf22yz | >>> Saving Redis snapshot to persistent storage...\n
2025-10-24  17:26:41.349 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:38.933 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:36.241 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:31.522 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:28.603 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:26.504 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:20.808 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:18.328 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:15.050 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:11.322 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:09.071 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:05.793 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:26:00.865 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:57.128 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:54.383 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:51.469 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:47.053 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:44.891 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:42.190 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:39.122 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:30.748 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:25.273 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:20.326 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:16.138 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:10.048 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:07.331 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:03.861 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:25:00.433 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:57.156 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:53.823 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:49.735 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:44.936 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:41.959 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:38.944 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:36.530 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:32.073 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:29.092 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:22.132 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:16.682 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:13.992 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:08.691 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:04.334 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:24:00.106 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:57.240 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:53.075 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:50.521 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:45.752 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:42.584 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:39.481 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:33.841 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:30.249 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:26.904 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:24.337 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:21.407 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:19.138 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:16.348 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:13.990 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:09.271 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:06.602 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:23:00.254 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:58.162 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:53.946 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:50.579 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:47.686 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:44.983 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:42.520 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:38.555 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:25.787 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:22.434 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:17.635 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:13.538 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:09.918 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:06.203 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:22:02.467 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:58.782 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:51.258 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:46.589 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:41.866 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:38.990 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:36.365 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:25.477 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:23.013 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:18.976 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:16.006 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:11.522 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:09.045 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:21:05.548 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:20:56.998 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:20:54.631 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:20:51.141 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:20:45.911 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:20:39.130 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:20:34.785 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:20:14.468 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:20:07.889 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:20:04.395 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:51.962 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:46.133 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:41.848 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:37.706 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:29.247 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:24.438 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:21.964 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:19.140 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:15.776 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:09.215 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:06.350 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:19:01.343 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:58.375 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:55.304 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:53.006 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:47.814 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:42.145 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:39.228 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:34.375 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:30.137 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:27.144 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:24.087 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:18.725 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:10.353 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:07.351 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:04.658 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:18:00.759 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:17:56.573 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:17:56.573 | info | hsrsrueexf22yz | output_reserve: reallocating output buffer from size 55.86 MiB to 61.11 MiB\n
2025-10-24  17:17:52.731 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:17:52.731 | info | hsrsrueexf22yz | output_reserve: reallocating output buffer from size 34.14 MiB to 55.86 MiB\n
2025-10-24  17:17:45.079 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:17:45.079 | info | hsrsrueexf22yz | output_reserve: reallocating output buffer from size 0.12 MiB to 34.14 MiB\n
2025-10-24  17:17:45.079 | info | hsrsrueexf22yz | init: embeddings required but some input tokens were not marked as outputs -> overriding\n
2025-10-24  17:17:45.079 | info | hsrsrueexf22yz | time=2025-10-24T08:17:41.565Z level=INFO source=server.go:1310 msg="llama runner started in 1.54 seconds"\n
2025-10-24  17:17:45.079 | info | hsrsrueexf22yz | time=2025-10-24T08:17:41.564Z level=INFO source=server.go:1272 msg="waiting for llama runner to start responding"\n
2025-10-24  17:17:45.079 | info | hsrsrueexf22yz | time=2025-10-24T08:17:41.564Z level=INFO source=sched.go:482 msg="loaded runners" count=1\n
